"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-22-00148","10/28/2021","408","BROADWAY","MANHATTAN","196","5","1002338","10013","Tribeca East - Historic District","Replacement of windows in noncompliance","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71894614526","-74.00225467326"
"CMP-22-00157","10/28/2021","260","LENOX AVENUE","MANHATTAN","1721","35","1053414","10027","Mount Morris Park - Historic District","ongoing demolition; installed security gates","No Warning Letter Issued","Closed","09","MN-10","Central Harlem South","40.80663915617","-73.94630058482"
"CMP-22-00153","10/29/2021","631","47TH STREET","BROOKLYN","758","66","3012015","11220",,"Installed rear deck and fence","No Warning Letter Issued","Closed","38","BK-07","Sunset Park East","40.64497716296","-74.00555656303"
"CMP-22-00154","10/29/2021","123","JORALEMON STREET","BROOKLYN","254","17","3002222","11201","Brooklyn Heights - Historic District","Installation of rooftop mockup","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69309585615","-73.99469545843"
"CMP-22-00155","10/30/2021","18","BOWERY","MANHATTAN","162","53","1001716","10013","Edward Mooney House - Individual Landmark","Ongoing installation of scaffolding and netting","No Warning Letter Issued","Closed","01","MN-03","Chinatown","40.71453804736","-73.99716471043"
"CMP-22-00152","10/30/2021","764","ST NICHOLAS AVENUE","MANHATTAN","2053","7502","1061158","10031","Hamilton Heights/Sugar Hill - Historic District","Expanded opening at ground floor, added rollgate","No Warning Letter Issued","Closed","09","MN-09","Hamilton Heights","40.82612793724","-73.94321717487"
"CMP-22-00161","11/01/2021","55","EAST 73RD STREET","MANHATTAN","1388","31","1041501","10021","Upper East Side - Historic District","Installed cable wires on front façade","No Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.77222172181","-73.96433683161"
"CMP-22-00159","11/01/2021","201","WEST 13TH STREET","MANHATTAN","618","40","1011113","10011","Greenwich Village - Historic District","Added lights at buttresses","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73801398578","-74.00050879985"
"CMP-22-00158","11/01/2021","215","BERKELEY PLACE","BROOKLYN","1061","57","3024525","11217","Park Slope - Historic District","Installed solar panels","Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67457673319","-73.97366491033"
"CMP-22-00160","11/02/2021","301","WEST 4TH STREET","MANHATTAN","615","1","1010993","10014","Greenwich Village - Historic District","Installed painted wall signage","Warning Letter Issued","Closed","03","MN-02","West Village","40.73694621795","-74.00372392222"
"CMP-22-00169","11/03/2021","151","WEST 34TH STREET","MANHATTAN","810","1","1015219","10001",,"Replacement of storefronts","No Warning Letter Issued","Closed","03","MN-05","Midtown-Midtown South","40.7508425352","-73.99025153864"
"CMP-22-00168","11/05/2021","77","2ND AVENUE","MANHATTAN","460","37","1006593","10003","East Village/Lower East Side - Historic District","Installation of flue without permits","No Warning Letter Issued","Closed","02","MN-03","East Village","40.72648551287","-73.98921603068"
"CMP-22-00173","11/09/2021","910","ST JOHNS PLACE","BROOKLYN","1255","34","3032303","11216","Crown Heights North  II - Historic District","Installed a metal shed in front of the house","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67152420148","-73.94835962904"
"CMP-22-00171","11/10/2021","27","HOWARD STREET","MANHATTAN","209","11","1002684","10013","SoHo-Cast Iron  Extension - Historic District","A large plastic black and white sign has been mounted to the building without authorization.","No Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.71949237333","-74.00050865846"
"CMP-22-00172","11/11/2021","468","6TH AVENUE","MANHATTAN","575","3","1080141","10011","Greenwich Village - Historic District","Altered storefront--combined storefronts. Added a security roll gate; installation of light fixture","Warning Letter Issued","Closed","03","MN-02","West Village","40.73561780201","-73.99809838383"
"CMP-22-00170","11/15/2021","129","JORALEMON STREET","BROOKLYN","254","15","3002221","11201","Brooklyn Heights - Historic District","Painting brick","Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.6930656549","-73.99450794483"
"CMP-22-00175","11/16/2021","842","MANIDA STREET","BRONX","2740","59","2005969","10474","Manida Street - Historic District","installation of fence","No Warning Letter Issued","Closed","17","BX-02","Hunts Point","40.81755578286","-73.88964630485"
"CMP-22-00188","11/16/2021","118","GREENWICH AVENUE","MANHATTAN","617","36","1011090","10011","Greenwich Village - Historic District","Alteration to bracket sign","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73866721412","-74.00234194569"
"CMP-22-00183","11/16/2021","85-15","BROADWAY","QUEENS","1836","1","4437278","11373","Reformed Dutch Church of Newton and Fellowship Hall - Individual Landmark","Ongoing work at the top of the building","No Warning Letter Issued","Closed","25","QN-04","Elmhurst","40.73920074953","-73.87778838918"
"CMP-22-00174","11/17/2021","416","LEWIS AVENUE","BROOKLYN","1679","35","3325140","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Removal of storefront","Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68118435862","-73.93470197058"
"CMP-22-00184","11/18/2021","114-49","177TH STREET","QUEENS","10308","46","4219842","11434","Addisleigh Park - Historic District","Work at the building","No Warning Letter Issued","Closed","27","QN-12","St. Albans","40.69327426941","-73.77233297027"
"CMP-22-00176","11/18/2021","289","ST PAULS AVENUE","STATEN ISLAND","517","51","5013582","10304","St. Paul's Avenue-Stapleton Heights - Historic District","Replacement of siding without permits","Warning Letter Issued","Closed","49","SI-01","Stapleton-Rosebank","40.63082973801","-74.08078006651"
"CMP-22-00189","11/22/2021","1","PERRY STREET","MANHATTAN","613","61","1010939","10014","Greenwich Village - Historic District","Installation of illuminated sign at the storefront","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73591424793","-74.00084797303"
"CMP-22-00177","11/23/2021","115","PARK LANE","QUEENS","8043","49","4168272","11363","Douglaston - Historic District","Noncomplaint work","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.7741447353","-73.75179808457"
"CMP-22-00178","11/23/2021","127","GATES AVENUE","BROOKLYN","1964","68","3056169","11238","Clinton Hill - Historic District","Windows replaced, camera","Warning Letter Issued","Closed","35","BK-02","Clinton Hill","40.68477070171","-73.96321898402"
"CMP-22-00187","11/23/2021","180","WEST 76TH STREET","MANHATTAN","1147","64","1030159","10023","Upper West Side/Central Park West - Historic District","Ongoing roof and parapet work in noncompliance.","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78085477305","-73.97895968603"
"CMP-22-00185","11/26/2021","1","MONROE PLACE","BROOKLYN","237","43","3001898","11201","Brooklyn Heights - Historic District","exterior work","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69692741564","-73.99227894208"
"CMP-22-00179","12/01/2021","272","BERKELEY PLACE","BROOKLYN","1064","15","3024623","11217","Park Slope - Historic District","Patching stoop","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67387640119","-73.97191313764"
"CMP-22-00180","12/02/2021","4703","6TH AVENUE","BROOKLYN","767","9","3012343","11220","Central Sunset Park - Historic District","Replacement of fence","No Warning Letter Issued","Closed","38","BK-07","Sunset Park East","40.64536138592","-74.00645386621"
"CMP-22-00181","12/03/2021","126","WEST 13TH STREET","MANHATTAN","608","26","1078119","10011","Greenwich Village - Historic District","Constructed addition at front of building, painted building","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73706428999","-73.99830041621"
"CMP-22-00206","12/06/2021","83","7TH AVENUE","BROOKLYN","1063","4","3024553","11217","Park Slope - Historic District","Alterations to storefront","Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67474451893","-73.97526189738"
"CMP-22-00186","12/07/2021","38","EAST 68TH STREET","MANHATTAN","1382","46","1041231","10065","Upper East Side - Historic District","4th and 5th floor windows replaced","Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.76905781279","-73.96693786407"
"CMP-22-00190","12/08/2021","737","KELLY STREET","BRONX","2701","51","2005445","10455","Longwood - Historic District","Cornice FTM","Warning Letter Issued","Closed","17","BX-02","Longwood","40.81663443899","-73.89962270492"
"CMP-22-00196","12/08/2021","204","WEST 4TH STREET","MANHATTAN","591","22","1010187","10014","Greenwich Village - Historic District","Painting building base","Warning Letter Issued","Closed","03","MN-02","West Village","40.73335062259","-74.00256547077"
"CMP-22-00182","12/08/2021","53","JANE STREET","MANHATTAN","626","55","1011668","10014","Greenwich Village - Historic District","Resurfacing façade and stoop","Warning Letter Issued","Closed","03","MN-02","West Village","40.73814561713","-74.00521069815"
"CMP-22-00198","12/10/2021","103","MACDOUGAL STREET","MANHATTAN","542","49","1008731","10012","South Village - Historic District","Work at the storefront","Warning Letter Issued","Closed","01","MN-02","West Village","40.72960680256","-74.00083346055"
"CMP-22-00193","12/13/2021","941","EAST 156TH STREET","BRONX","2701","13","2005417","10455","Longwood - Historic District","Roof replacement","Warning Letter Issued","Closed","17","BX-02","Longwood","40.81625311485","-73.89984365807"
"CMP-22-00194","12/13/2021","302","ALEXANDER AVENUE","BRONX","2303","1","2000632","10454","Mott Haven - Historic District","FTM","Warning Letter Issued","Closed","08","BX-01","Mott Haven-Port Morris","40.81147659385","-73.9240834587"
"CMP-22-00192","12/13/2021","931","EAST 156TH STREET","BRONX","2701","17","2005421","10455","Longwood - Historic District","FTM","Warning Letter Issued","Closed","17","BX-02","Longwood","40.81670115729","-73.90059805449"
"CMP-22-00191","12/13/2021","846","MANIDA STREET","BRONX","2740","60","2005970","10474","Manida Street - Historic District","Replaced entry door","Warning Letter Issued","Closed","17","BX-02","Hunts Point","40.81761894592","-73.8896823284"
"CMP-22-00195","12/13/2021","36","SCHERMERHORN STREET","BROOKLYN","270","44","3002691","11201","Brooklyn Heights - Historic District","Noncompliant windows","Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69117713734","-73.99245269474"
"CMP-22-00203","12/14/2021","13","8TH AVENUE","MANHATTAN","625","43","1011443","10014","Greenwich Village - Historic District","Installation of rooftop railing and planter","Warning Letter Issued","Closed","03","MN-02","West Village","40.73768726597","-74.00468743098"
"CMP-22-00200","12/15/2021","12","WEST 85TH STREET","MANHATTAN","1198","37","1031314","10024","Upper West Side/Central Park West - Historic District","Construction of addition","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.7848684574","-73.97047245234"
"CMP-22-00197","12/16/2021","355","Greenwich Street","Manhattan","181","7501","1002083","10013","Tribeca West - Historic District","drilling into the cobblestone","No Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71889903894","-74.01037509716"
"CMP-22-00266","12/16/2021","87","LAFAYETTE STREET","MANHATTAN","197","1","1002355","10013","Fire House, Engine Company 31 - Individual Landmark","Painting gate red","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71738164466","-74.00148624572"
"CMP-22-00199","12/17/2021","140","WEST 13TH STREET","MANHATTAN","608","19","1010606","10011","Greenwich Village - Historic District","Installation of awning; installation of enclosure","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73718231821","-73.9985854819"
"CMP-22-00202","12/22/2021","426","EAST 136TH STREET","BRONX","2280","21","2000197","10454","Bertine Block - Historic District","replacement of windows","Warning Letter Issued","Closed","08","BX-01","Mott Haven-Port Morris","40.8071139787","-73.92221006087"
"CMP-22-00201","12/22/2021","345","MANOR ROAD","QUEENS","8037","60","4168223","11363","Douglaston - Historic District","Installation of shed; installed HVAC units","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77698955141","-73.74732473439"
"CMP-22-00211","12/23/2021","1","CHRISTOPHER STREET","MANHATTAN","610","60","1010692","10014","Greenwich Village - Historic District","Replacement of 6th floor casement windows","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73406428695","-73.99976185248"
"CMP-22-00212","12/23/2021","1","WALL STREET COURT","MANHATTAN","28","7501","1000835","10005","Beaver Building - Individual Landmark","ongoing exterior work","No Warning Letter Issued","Closed","01","MN-01","Battery Park City-Lower Manhattan","40.70512872671","-74.0084289268"
"CMP-22-00205","12/23/2021","249","ALBANY AVENUE","BROOKLYN","1370","3","3036380","11213","Crown Heights North  III - Historic District","replacement of windows, door, and alterations to rear façade","Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67215648259","-73.93914128957"
"CMP-22-00213","12/27/2021","959","STERLING PLACE","BROOKLYN","1242","1","3330798","11213","Crown Heights North  II - Historic District","ongoing work at the exterior of the property","No Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67234135986","-73.94663943182"
"CMP-22-00214","12/28/2021","144-29","78TH AVENUE","QUEENS","6669","44","4144366","11367",,"electrical work","No Warning Letter Issued","Closed","24","QN-08","Kew Gardens Hills","40.72013896106","-73.81796691831"
"CMP-22-00208","12/30/2021","611","WEST 158TH STREET","MANHATTAN","2136","7","1063304","10032","Audubon Park - Historic District","Ongoing façade work","No Warning Letter Issued","Closed","07","MN-12","Washington Heights South","40.83510422564","-73.94544282755"
"CMP-22-00209","12/30/2021","85","WOOSTER STREET","MANHATTAN","487","30","1007319","10012","SoHo-Cast Iron - Historic District","Installation of split system HVAC","No Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72383182888","-74.00142145022"
